INSERT INTO Customer (customer_id, customer_name, address, phone_number, email) VALUES
('CS04930', 'Jaya Irawan', 'Jl. Mulyo No.165 RT10/RW3', '081210004930', 'jaya.irawan@mail.com'),
('CS04931', 'Jack Paul Trianto', 'Jl. Gedongan No.165 RT1/RW4', '081210004931', 'jack.paul.trianto@mail.com'),
('CS04932', 'Owen Kurniawan', 'Jl. Pahlawan No.165 RT2/RW4', '081210004932', 'owen.kurniawan@mail.com'),
('CS04933', 'Andi Irawan', 'Jl. Mawar No.165 RT3/RW4', '081210004933', 'andi.irawan@mail.com'),
('CS04934', 'Vera Lee Gomez', 'Jl. Melati No.165 RT4/RW4', '081210004934', 'vera.lee.gomez@mail.com'),
('CS04935', 'Andi Sari Setiawan', 'Jl. Gubeng No.165 RT5/RW4', '081210004935', 'andi.sari.setiawan@mail.com'),
('CS04936', 'Mina Sukma', 'Jl. Rajawali No.165 RT6/RW4', '081210004936', 'mina.sukma@mail.com'),
('CS04937', 'Fauzi Yusuf', 'Jl. Bungur No.165 RT7/RW4', '081210004937', 'fauzi.yusuf@mail.com'),
('CS04938', 'Dian Permata Ramadhan', 'Jl. Yos Sudarso No.165 RT8/RW4', '081210004938', 'dian.permata.ramadhan@mail.com'),
('CS04939', 'Wyatt Lestari', 'Jl. Tidar No.165 RT9/RW4', '081210004939', 'wyatt.lestari@mail.com'),
('CS04940', 'Elang Maulana', 'Jl. Waru No.165 RT10/RW4', '081210004940', 'elang.maulana@mail.com'),
('CS04941', 'Luna Kurnia', 'Jl. Kenari No.165 RT1/RW5', '081210004941', 'luna.kurnia@mail.com'),
('CS04942', 'Usman Hartono Kurniawan', 'Jl. Kenjeran No.165 RT2/RW5', '081210004942', 'usman.hartono.kurniawan@mail.com'),
('CS04943', 'Jaya Suryanto', 'Jl. Gajah Mada No.165 RT3/RW5', '081210004943', 'jaya.suryanto@mail.com'),
('CS04944', 'Michael Kim Santoso', 'Jl. Diponegoro No.165 RT4/RW5', '081210004944', 'michael.kim.santoso@mail.com'),
('CS04945', 'Asep Kurnia Hartanto', 'Jl. Kapten Tendean No.165 RT5/RW5', '081210004945', 'asep.kurnia.hartanto@mail.com'),
('CS04946', 'Wira Kurnia Setiawan', 'Jl. Garuda No.165 RT6/RW5', '081210004946', 'wira.kurnia.setiawan@mail.com'),
('CS04947', 'Gema Nur Sutanto', 'Jl. Bunga No.165 RT7/RW5', '081210004947', 'gema.nur.sutanto@mail.com'),
('CS04948', 'Surya Yusuf', 'Jl. Anggrek No.165 RT8/RW5', '081210004948', 'surya.yusuf@mail.com'),
('CS04949', 'Sinta Wong', 'Jl. Flamboyan No.165 RT9/RW5', '081210004949', 'sinta.wong@mail.com'),
('CS04950', 'Nina Pratama Sari', 'Jl. Pelangi No.165 RT10/RW5', '081210004950', 'nina.pratama.sari@mail.com'),
('CS04951', 'Maya Saputra Lee', 'Jl. Merdeka No.166 RT1/RW6', '081210004951', 'maya.saputra.lee@mail.com'),
('CS04952', 'Jules Michael Sukma', 'Jl. Sudirman No.166 RT2/RW6', '081210004952', 'jules.michael.sukma@mail.com'),
('CS04953', 'Rizal Kurnia Putra', 'Jl. Ahmad Yani No.166 RT3/RW6', '081210004953', 'rizal.kurnia.putra@mail.com'),
('CS04954', 'Dhiya Fauzan', 'Jl. Raya Darmo No.166 RT4/RW6', '081210004954', 'dhiya.fauzan@mail.com'),
('CS04955', 'Fahri Saputra Arifin', 'Jl. Kenanga No.166 RT5/RW6', '081210004955', 'fahri.saputra.arifin@mail.com'),
('CS04956', 'Andini Agustina', 'Jl. Ketintang No.166 RT6/RW6', '081210004956', 'andini.agustina@mail.com'),
('CS04957', 'Putri Martinez', 'Jl. Veteran No.166 RT7/RW6', '081210004957', 'putri.martinez@mail.com'),
('CS04958', 'Reno Ramadhan', 'Jl. Basuki Rahmat No.166 RT8/RW6', '081210004958', 'reno.ramadhan@mail.com'),
('CS04959', 'Raka Arifin', 'Jl. Bojonegoro No.166 RT9/RW6', '081210004959', 'raka.arifin@mail.com'),
('CS04960', 'Vina Anisa Hartono', 'Jl. Mulyo No.166 RT10/RW6', '081210004960', 'vina.anisa.hartono@mail.com'),
('CS04961', 'Tari Santoso', 'Jl. Gedongan No.166 RT1/RW7', '081210004961', 'tari.santoso@mail.com'),
('CS04962', 'Mason Paul Lestari', 'Jl. Pahlawan No.166 RT2/RW7', '081210004962', 'mason.paul.lestari@mail.com'),
('CS04963', 'Mina Michael Pratama', 'Jl. Mawar No.166 RT3/RW7', '081210004963', 'mina.michael.pratama@mail.com'),
('CS04964', 'Rina Irawan', 'Jl. Melati No.166 RT4/RW7', '081210004964', 'rina.irawan@mail.com'),
('CS04965', 'Citra Halim', 'Jl. Gubeng No.166 RT5/RW7', '081210004965', 'citra.halim@mail.com'),
('CS04966', 'Eko Santoso', 'Jl. Rajawali No.166 RT6/RW7', '081210004966', 'eko.santoso@mail.com'),
('CS04967', 'Hannah Arifin', 'Jl. Bungur No.166 RT7/RW7', '081210004967', 'hannah.arifin@mail.com'),
('CS04968', 'Yulia Kurnia Utama', 'Jl. Yos Sudarso No.166 RT8/RW7', '081210004968', 'yulia.kurnia.utama@mail.com'),
('CS04969', 'Raisa Wijaya Susanto', 'Jl. Tidar No.166 RT9/RW7', '081210004969', 'raisa.wijaya.susanto@mail.com'),
('CS04970', 'Vera Marie Wijaya', 'Jl. Waru No.166 RT10/RW7', '081210004970', 'vera.marie.wijaya@mail.com'),
('CS04971', 'Joko Pratama Setiawan', 'Jl. Kenari No.166 RT1/RW8', '081210004971', 'joko.pratama.setiawan@mail.com'),
('CS04972', 'Aditya Arifin', 'Jl. Kenjeran No.166 RT2/RW8', '081210004972', 'aditya.arifin@mail.com'),
('CS04973', 'Sinta Trianto', 'Jl. Gajah Mada No.166 RT3/RW8', '081210004973', 'sinta.trianto@mail.com'),
('CS04974', 'Rudi Fauzan', 'Jl. Diponegoro No.166 RT4/RW8', '081210004974', 'rudi.fauzan@mail.com'),
('CS04975', 'Praba Permana', 'Jl. Kapten Tendean No.166 RT5/RW8', '081210004975', 'praba.permana@mail.com'),
('CS04976', 'Lestari Kurnia Shah', 'Jl. Garuda No.166 RT6/RW8', '081210004976', 'lestari.kurnia.shah@mail.com'),
('CS04977', 'Logan John Pratama', 'Jl. Bunga No.166 RT7/RW8', '081210004977', 'logan.john.pratama@mail.com'),
('CS04978', 'Hana Wijaya Saputra', 'Jl. Anggrek No.166 RT8/RW8', '081210004978', 'hana.wijaya.saputra@mail.com'),
('CS04979', 'Ivy Lee Arifin', 'Jl. Flamboyan No.166 RT9/RW8', '081210004979', 'ivy.lee.arifin@mail.com'),
('CS04980', 'Hugo Anne Rahman', 'Jl. Pelangi No.166 RT10/RW8', '081210004980', 'hugo.anne.rahman@mail.com'),
('CS04981', 'Cahyo Sari', 'Jl. Merdeka No.167 RT1/RW9', '081210004981', 'cahyo.sari@mail.com'),
('CS04982', 'Kai Michael Maulana', 'Jl. Sudirman No.167 RT2/RW9', '081210004982', 'kai.michael.maulana@mail.com'),
('CS04983', 'Cahaya Trianto', 'Jl. Ahmad Yani No.167 RT3/RW9', '081210004983', 'cahaya.trianto@mail.com'),
('CS04984', 'Rizky Anisa Anggraeni', 'Jl. Raya Darmo No.167 RT4/RW9', '081210004984', 'rizky.anisa.anggraeni@mail.com'),
('CS04985', 'Liam Michael Anggraeni', 'Jl. Kenanga No.167 RT5/RW9', '081210004985', 'liam.michael.anggraeni@mail.com'),
('CS04986', 'Fajar Silva', 'Jl. Ketintang No.167 RT6/RW9', '081210004986', 'fajar.silva@mail.com'),
('CS04987', 'Daniel James Prasetyo', 'Jl. Veteran No.167 RT7/RW9', '081210004987', 'daniel.james.prasetyo@mail.com'),
('CS04988', 'Mega Permata Utama', 'Jl. Basuki Rahmat No.167 RT8/RW9', '081210004988', 'mega.permata.utama@mail.com'),
('CS04989', 'Ilham Lestari', 'Jl. Bojonegoro No.167 RT9/RW9', '081210004989', 'ilham.lestari@mail.com'),
('CS04990', 'Henry Ramadhan', 'Jl. Mulyo No.167 RT10/RW9', '081210004990', 'henry.ramadhan@mail.com'),
('CS04991', 'Fahri Gomez', 'Jl. Gedongan No.167 RT1/RW10', '081210004991', 'fahri.gomez@mail.com'),
('CS04992', 'Fauzi Maulana', 'Jl. Pahlawan No.167 RT2/RW10', '081210004992', 'fauzi.maulana@mail.com'),
('CS04993', 'Ivy Michael Lee', 'Jl. Mawar No.167 RT3/RW10', '081210004993', 'ivy.michael.lee@mail.com'),
('CS04994', 'Yulia Fauzan', 'Jl. Melati No.167 RT4/RW10', '081210004994', 'yulia.fauzan@mail.com'),
('CS04995', 'Mega Anggraeni Prasetyo', 'Jl. Gubeng No.167 RT5/RW10', '081210004995', 'mega.anggraeni.prasetyo@mail.com'),
('CS04996', 'Mila Wijaya', 'Jl. Rajawali No.167 RT6/RW10', '081210004996', 'mila.wijaya@mail.com'),
('CS04997', 'Farah Permata Lee', 'Jl. Bungur No.167 RT7/RW10', '081210004997', 'farah.permata.lee@mail.com'),
('CS04998', 'Mila Sukma', 'Jl. Yos Sudarso No.167 RT8/RW10', '081210004998', 'mila.sukma@mail.com'),
('CS04999', 'Galih Anisa Tan', 'Jl. Tidar No.167 RT9/RW10', '081210004999', 'galih.anisa.tan@mail.com'),
('CS05000', 'Vira Putra Wulandari', 'Jl. Waru No.167 RT10/RW10', '081210005000', 'vira.putra.wulandari@mail.com'),
('CS05001', 'Yoga Kurnia Silva', 'Jl. Kenari No.167 RT1/RW1', '081210005001', 'yoga.kurnia.silva@mail.com'),
('CS05002', 'Yulia Permata Nugroho', 'Jl. Kenjeran No.167 RT2/RW1', '081210005002', 'yulia.permata.nugroho@mail.com'),
('CS05003', 'Grace James Utama', 'Jl. Gajah Mada No.167 RT3/RW1', '081210005003', 'grace.james.utama@mail.com'),
('CS05004', 'Mina Lee Khan', 'Jl. Diponegoro No.167 RT4/RW1', '081210005004', 'mina.lee.khan@mail.com'),
('CS05005', 'Eko Shah', 'Jl. Kapten Tendean No.167 RT5/RW1', '081210005005', 'eko.shah@mail.com'),
('CS05006', 'Grace Lee Prasetyo', 'Jl. Garuda No.167 RT6/RW1', '081210005006', 'grace.lee.prasetyo@mail.com'),
('CS05007', 'Dian Putra Kusuma', 'Jl. Bunga No.167 RT7/RW1', '081210005007', 'dian.putra.kusuma@mail.com'),
('CS05008', 'Vina Rahma Trianto', 'Jl. Anggrek No.167 RT8/RW1', '081210005008', 'vina.rahma.trianto@mail.com'),
('CS05009', 'Farah Nur Arifin', 'Jl. Flamboyan No.167 RT9/RW1', '081210005009', 'farah.nur.arifin@mail.com'),
('CS05010', 'Aiden Lee Kurnia', 'Jl. Pelangi No.167 RT10/RW1', '081210005010', 'aiden.lee.kurnia@mail.com'),
('CS05011', 'Mila Sari', 'Jl. Merdeka No.168 RT1/RW2', '081210005011', 'mila.sari@mail.com'),
('CS05012', 'Citra Nur Arifin', 'Jl. Sudirman No.168 RT2/RW2', '081210005012', 'citra.nur.arifin@mail.com'),
('CS05013', 'Farah Prasetyo', 'Jl. Ahmad Yani No.168 RT3/RW2', '081210005013', 'farah.prasetyo@mail.com'),
('CS05014', 'Budi Kurnia Utama', 'Jl. Raya Darmo No.168 RT4/RW2', '081210005014', 'budi.kurnia.utama@mail.com'),
('CS05015', 'Hadi Pratama Nugraha', 'Jl. Kenanga No.168 RT5/RW2', '081210005015', 'hadi.pratama.nugraha@mail.com'),
('CS05016', 'Agus Anggraeni Nugroho', 'Jl. Ketintang No.168 RT6/RW2', '081210005016', 'agus.anggraeni.nugroho@mail.com'),
('CS05017', 'Ruby Kirana', 'Jl. Veteran No.168 RT7/RW2', '081210005017', 'ruby.kirana@mail.com'),
('CS05018', 'Eli Rahman', 'Jl. Basuki Rahmat No.168 RT8/RW2', '081210005018', 'eli.rahman@mail.com'),
('CS05019', 'Rina Santoso Utama', 'Jl. Bojonegoro No.168 RT9/RW2', '081210005019', 'rina.santoso.utama@mail.com'),
('CS05020', 'Nora James Pratama', 'Jl. Mulyo No.168 RT10/RW2', '081210005020', 'nora.james.pratama@mail.com'),
('CS05021', 'Luna Grace Sutanto', 'Jl. Gedongan No.168 RT1/RW3', '081210005021', 'luna.grace.sutanto@mail.com'),
('CS05022', 'Zahra Permata Ramli', 'Jl. Pahlawan No.168 RT2/RW3', '081210005022', 'zahra.permata.ramli@mail.com'),
('CS05023', 'Nina Ramli', 'Jl. Mawar No.168 RT3/RW3', '081210005023', 'nina.ramli@mail.com'),
('CS05024', 'Ilham Prasetyo', 'Jl. Melati No.168 RT4/RW3', '081210005024', 'ilham.prasetyo@mail.com'),
('CS05025', 'Fajar Suryanto', 'Jl. Gubeng No.168 RT5/RW3', '081210005025', 'fajar.suryanto@mail.com'),
('CS05026', 'Satya Kurnia Susanto', 'Jl. Rajawali No.168 RT6/RW3', '081210005026', 'satya.kurnia.susanto@mail.com'),
('CS05027', 'Lucas James Ramadhan', 'Jl. Bungur No.168 RT7/RW3', '081210005027', 'lucas.james.ramadhan@mail.com'),
('CS05028', 'Eko Hidayat Fauzan', 'Jl. Yos Sudarso No.168 RT8/RW3', '081210005028', 'eko.hidayat.fauzan@mail.com'),
('CS05029', 'Saleh Lee', 'Jl. Tidar No.168 RT9/RW3', '081210005029', 'saleh.lee@mail.com'),
('CS05030', 'Michael Lee Ramli', 'Jl. Waru No.168 RT10/RW3', '081210005030', 'michael.lee.ramli@mail.com'),
('CS05031', 'Kirana Wijaya Setiawan', 'Jl. Kenari No.168 RT1/RW4', '081210005031', 'kirana.wijaya.setiawan@mail.com'),
('CS05032', 'Eka Pratama', 'Jl. Kenjeran No.168 RT2/RW4', '081210005032', 'eka.pratama@mail.com'),
('CS05033', 'Kai James Kurniawan', 'Jl. Gajah Mada No.168 RT3/RW4', '081210005033', 'kai.james.kurniawan@mail.com'),
('CS05034', 'Farah Saputra Pratama', 'Jl. Diponegoro No.168 RT4/RW4', '081210005034', 'farah.saputra.pratama@mail.com'),
('CS05035', 'Hannah Suryanto', 'Jl. Kapten Tendean No.168 RT5/RW4', '081210005035', 'hannah.suryanto@mail.com'),
('CS05036', 'Vera Setiawan', 'Jl. Garuda No.168 RT6/RW4', '081210005036', 'vera.setiawan@mail.com'),
('CS05037', 'Wulan Arifin', 'Jl. Bunga No.168 RT7/RW4', '081210005037', 'wulan.arifin@mail.com'),
('CS05038', 'Leo James Shah', 'Jl. Anggrek No.168 RT8/RW4', '081210005038', 'leo.james.shah@mail.com'),
('CS05039', 'Rudi Suryanto', 'Jl. Flamboyan No.168 RT9/RW4', '081210005039', 'rudi.suryanto@mail.com'),
('CS05040', 'Sam Martinez', 'Jl. Pelangi No.168 RT10/RW4', '081210005040', 'sam.martinez@mail.com'),
('CS05041', 'Grace James Gomez', 'Jl. Merdeka No.169 RT1/RW5', '081210005041', 'grace.james.gomez@mail.com'),
('CS05042', 'Mila Tan', 'Jl. Sudirman No.169 RT2/RW5', '081210005042', 'mila.tan@mail.com'),
('CS05043', 'Ava Suryanto', 'Jl. Ahmad Yani No.169 RT3/RW5', '081210005043', 'ava.suryanto@mail.com'),
('CS05044', 'Luna Sumarno', 'Jl. Raya Darmo No.169 RT4/RW5', '081210005044', 'luna.sumarno@mail.com'),
('CS05045', 'Satya Pratama Pratama', 'Jl. Kenanga No.169 RT5/RW5', '081210005045', 'satya.pratama.pratama@mail.com'),
('CS05046', 'Ivy Saputra', 'Jl. Ketintang No.169 RT6/RW5', '081210005046', 'ivy.saputra@mail.com'),
('CS05047', 'Raisa Martinez', 'Jl. Veteran No.169 RT7/RW5', '081210005047', 'raisa.martinez@mail.com'),
('CS05048', 'Wulan Kusuma', 'Jl. Basuki Rahmat No.169 RT8/RW5', '081210005048', 'wulan.kusuma@mail.com'),
('CS05049', 'Chloe Arifin', 'Jl. Bojonegoro No.169 RT9/RW5', '081210005049', 'chloe.arifin@mail.com'),
('CS05050', 'Hannah Shah', 'Jl. Mulyo No.169 RT10/RW5', '081210005050', 'hannah.shah@mail.com'),
('CS05051', 'Indra Kurnia Setiawan', 'Jl. Gedongan No.169 RT1/RW6', '081210005051', 'indra.kurnia.setiawan@mail.com'),
('CS05052', 'Rudi Nur Irawan', 'Jl. Pahlawan No.169 RT2/RW6', '081210005052', 'rudi.nur.irawan@mail.com'),
('CS05053', 'Nina Susanto', 'Jl. Mawar No.169 RT3/RW6', '081210005053', 'nina.susanto@mail.com'),
('CS05054', 'Chloe Sari', 'Jl. Melati No.169 RT4/RW6', '081210005054', 'chloe.sari@mail.com'),
('CS05055', 'Hadi Anggraeni', 'Jl. Gubeng No.169 RT5/RW6', '081210005055', 'hadi.anggraeni@mail.com'),
('CS05056', 'Galih Permata Wijaya', 'Jl. Rajawali No.169 RT6/RW6', '081210005056', 'galih.permata.wijaya@mail.com'),
('CS05057', 'Vira Setiawan', 'Jl. Bungur No.169 RT7/RW6', '081210005057', 'vira.setiawan@mail.com'),
('CS05058', 'Ruby Michael Fauzan', 'Jl. Yos Sudarso No.169 RT8/RW6', '081210005058', 'ruby.michael.fauzan@mail.com'),
('CS05059', 'Rian Saputra', 'Jl. Tidar No.169 RT9/RW6', '081210005059', 'rian.saputra@mail.com'),
('CS05060', 'Indra Hidayat Maulana', 'Jl. Waru No.169 RT10/RW6', '081210005060', 'indra.hidayat.maulana@mail.com'),
('CS05061', 'Dewi Setiawan', 'Jl. Kenari No.169 RT1/RW7', '081210005061', 'dewi.setiawan@mail.com'),
('CS05062', 'Lucas John Shah', 'Jl. Kenjeran No.169 RT2/RW7', '081210005062', 'lucas.john.shah@mail.com'),
('CS05063', 'Andi Permana', 'Jl. Gajah Mada No.169 RT3/RW7', '081210005063', 'andi.permana@mail.com'),
('CS05064', 'Isabella Hartanto', 'Jl. Diponegoro No.169 RT4/RW7', '081210005064', 'isabella.hartanto@mail.com'),
('CS05065', 'Tara Kim Mustafa', 'Jl. Kapten Tendean No.169 RT5/RW7', '081210005065', 'tara.kim.mustafa@mail.com'),
('CS05066', 'Fahri Kurnia Santoso', 'Jl. Garuda No.169 RT6/RW7', '081210005066', 'fahri.kurnia.santoso@mail.com'),
('CS05067', 'Bryan Lee Kurnia', 'Jl. Bunga No.169 RT7/RW7', '081210005067', 'bryan.lee.kurnia@mail.com'),
('CS05068', 'Bryan Sukma', 'Jl. Anggrek No.169 RT8/RW7', '081210005068', 'bryan.sukma@mail.com'),
('CS05069', 'Ivy Khan', 'Jl. Flamboyan No.169 RT9/RW7', '081210005069', 'ivy.khan@mail.com'),
('CS05070', 'Kiki Hartono Kirana', 'Jl. Pelangi No.169 RT10/RW7', '081210005070', 'kiki.hartono.kirana@mail.com'),
('CS05071', 'Mahesa Sumarno', 'Jl. Merdeka No.170 RT1/RW8', '081210005071', 'mahesa.sumarno@mail.com'),
('CS05072', 'Aditya Anisa Shah', 'Jl. Sudirman No.170 RT2/RW8', '081210005072', 'aditya.anisa.shah@mail.com'),
('CS05073', 'Kiki Santoso Sukma', 'Jl. Ahmad Yani No.170 RT3/RW8', '081210005073', 'kiki.santoso.sukma@mail.com'),
('CS05074', 'Wyatt Wijanto', 'Jl. Raya Darmo No.170 RT4/RW8', '081210005074', 'wyatt.wijanto@mail.com'),
('CS05075', 'Joko Sukma', 'Jl. Kenanga No.170 RT5/RW8', '081210005075', 'joko.sukma@mail.com'),
('CS05076', 'Nanda Hartanto', 'Jl. Ketintang No.170 RT6/RW8', '081210005076', 'nanda.hartanto@mail.com'),
('CS05077', 'Raisa Putra Agustina', 'Jl. Veteran No.170 RT7/RW8', '081210005077', 'raisa.putra.agustina@mail.com'),
('CS05078', 'Leo Lee', 'Jl. Basuki Rahmat No.170 RT8/RW8', '081210005078', 'leo.lee@mail.com'),
('CS05079', 'Cahyo Ramadhan', 'Jl. Bojonegoro No.170 RT9/RW8', '081210005079', 'cahyo.ramadhan@mail.com'),
('CS05080', 'Gilang Permata Wong', 'Jl. Mulyo No.170 RT10/RW8', '081210005080', 'gilang.permata.wong@mail.com'),
('CS05081', 'Yuda Nugroho', 'Jl. Gedongan No.170 RT1/RW9', '081210005081', 'yuda.nugroho@mail.com'),
('CS05082', 'Sofia Grace Hartono', 'Jl. Pahlawan No.170 RT2/RW9', '081210005082', 'sofia.grace.hartono@mail.com'),
('CS05083', 'Andi Permata Wijaya', 'Jl. Mawar No.170 RT3/RW9', '081210005083', 'andi.permata.wijaya@mail.com'),
('CS05084', 'Eka Hartanto', 'Jl. Melati No.170 RT4/RW9', '081210005084', 'eka.hartanto@mail.com'),
('CS05085', 'Mia Kim Martinez', 'Jl. Gubeng No.170 RT5/RW9', '081210005085', 'mia.kim.martinez@mail.com'),
('CS05086', 'Yoga Firdaus', 'Jl. Rajawali No.170 RT6/RW9', '081210005086', 'yoga.firdaus@mail.com'),
('CS05087', 'Gilang Pratama Saputra', 'Jl. Bungur No.170 RT7/RW9', '081210005087', 'gilang.pratama.saputra@mail.com'),
('CS05088', 'Vera Permana', 'Jl. Yos Sudarso No.170 RT8/RW9', '081210005088', 'vera.permana@mail.com'),
('CS05089', 'Budi Putra Gomez', 'Jl. Tidar No.170 RT9/RW9', '081210005089', 'budi.putra.gomez@mail.com'),
('CS05090', 'Oliver Michael Halim', 'Jl. Waru No.170 RT10/RW9', '081210005090', 'oliver.michael.halim@mail.com'),
('CS05091', 'Gilang Putri Fauzan', 'Jl. Kenari No.170 RT1/RW10', '081210005091', 'gilang.putri.fauzan@mail.com'),
('CS05092', 'Grace Anne Wijaya', 'Jl. Kenjeran No.170 RT2/RW10', '081210005092', 'grace.anne.wijaya@mail.com'),
('CS05093', 'Jack John Irawan', 'Jl. Gajah Mada No.170 RT3/RW10', '081210005093', 'jack.john.irawan@mail.com'),
('CS05094', 'Lina Anggraeni Silva', 'Jl. Diponegoro No.170 RT4/RW10', '081210005094', 'lina.anggraeni.silva@mail.com'),
('CS05095', 'Dewi Hartono Ramadhan', 'Jl. Kapten Tendean No.170 RT5/RW10', '081210005095', 'dewi.hartono.ramadhan@mail.com'),
('CS05096', 'Noah Lee Lestari', 'Jl. Garuda No.170 RT6/RW10', '081210005096', 'noah.lee.lestari@mail.com'),
('CS05097', 'Nina Putri Nugroho', 'Jl. Bunga No.170 RT7/RW10', '081210005097', 'nina.putri.nugroho@mail.com'),
('CS05098', 'Leo Khan', 'Jl. Anggrek No.170 RT8/RW10', '081210005098', 'leo.khan@mail.com'),
('CS05099', 'Hannah Alexander Gomez', 'Jl. Flamboyan No.170 RT9/RW10', '081210005099', 'hannah.alexander.gomez@mail.com'),
('CS05100', 'Vega Saputra Ramli', 'Jl. Pelangi No.170 RT10/RW10', '081210005100', 'vega.saputra.ramli@mail.com'),
('CS05101', 'Dian Anisa Gomez', 'Jl. Merdeka No.171 RT1/RW1', '081210005101', 'dian.anisa.gomez@mail.com'),
('CS05102', 'Dhiya Pratama Hasan', 'Jl. Sudirman No.171 RT2/RW1', '081210005102', 'dhiya.pratama.hasan@mail.com'),
('CS05103', 'Andi Arifin', 'Jl. Ahmad Yani No.171 RT3/RW1', '081210005103', 'andi.arifin@mail.com'),
('CS05104', 'Rina Anggraeni Kusuma', 'Jl. Raya Darmo No.171 RT4/RW1', '081210005104', 'rina.anggraeni.kusuma@mail.com'),
('CS05105', 'Tari Kusuma', 'Jl. Kenanga No.171 RT5/RW1', '081210005105', 'tari.kusuma@mail.com'),
('CS05106', 'Ryan Michael Rahman', 'Jl. Ketintang No.171 RT6/RW1', '081210005106', 'ryan.michael.rahman@mail.com'),
('CS05107', 'Hesti Pratama', 'Jl. Veteran No.171 RT7/RW1', '081210005107', 'hesti.pratama@mail.com'),
('CS05108', 'Reno Hartono Kurnia', 'Jl. Basuki Rahmat No.171 RT8/RW1', '081210005108', 'reno.hartono.kurnia@mail.com'),
('CS05109', 'Andini Hidayat', 'Jl. Bojonegoro No.171 RT9/RW1', '081210005109', 'andini.hidayat@mail.com'),
('CS05110', 'Ryan Utama', 'Jl. Mulyo No.171 RT10/RW1', '081210005110', 'ryan.utama@mail.com'),
('CS05111', 'Zidan Irawan', 'Jl. Gedongan No.171 RT1/RW2', '081210005111', 'zidan.irawan@mail.com'),
('CS05112', 'Rian Rahma Hidayat', 'Jl. Pahlawan No.171 RT2/RW2', '081210005112', 'rian.rahma.hidayat@mail.com'),
('CS05113', 'Farhan Nugroho Nugroho', 'Jl. Mawar No.171 RT3/RW2', '081210005113', 'farhan.nugroho.nugroho@mail.com'),
('CS05114', 'Fahri Hidayat Wijaya', 'Jl. Melati No.171 RT4/RW2', '081210005114', 'fahri.hidayat.wijaya@mail.com'),
('CS05115', 'Ethan John Kirana', 'Jl. Gubeng No.171 RT5/RW2', '081210005115', 'ethan.john.kirana@mail.com'),
('CS05116', 'Luna Alexander Kurniawan', 'Jl. Rajawali No.171 RT6/RW2', '081210005116', 'luna.alexander.kurniawan@mail.com'),
('CS05117', 'Eli Lee Hartono', 'Jl. Bungur No.171 RT7/RW2', '081210005117', 'eli.lee.hartono@mail.com'),
('CS05118', 'Rudi Anggraeni Tan', 'Jl. Yos Sudarso No.171 RT8/RW2', '081210005118', 'rudi.anggraeni.tan@mail.com'),
('CS05119', 'Isabella Nugraha', 'Jl. Tidar No.171 RT9/RW2', '081210005119', 'isabella.nugraha@mail.com'),
('CS05120', 'Owen John Tan', 'Jl. Waru No.171 RT10/RW2', '081210005120', 'owen.john.tan@mail.com'),
('CS05121', 'Tara Ramadhan', 'Jl. Kenari No.171 RT1/RW3', '081210005121', 'tara.ramadhan@mail.com'),
('CS05122', 'Lucas James Trianto', 'Jl. Kenjeran No.171 RT2/RW3', '081210005122', 'lucas.james.trianto@mail.com'),
('CS05123', 'Hana Maulana', 'Jl. Gajah Mada No.171 RT3/RW3', '081210005123', 'hana.maulana@mail.com'),
('CS05124', 'Ava Sumarno', 'Jl. Diponegoro No.171 RT4/RW3', '081210005124', 'ava.sumarno@mail.com'),
('CS05125', 'Raka Lestari', 'Jl. Kapten Tendean No.171 RT5/RW3', '081210005125', 'raka.lestari@mail.com'),
('CS05126', 'Emma Paul Lee', 'Jl. Garuda No.171 RT6/RW3', '081210005126', 'emma.paul.lee@mail.com'),
('CS05127', 'Cahaya Sari Sutanto', 'Jl. Bunga No.171 RT7/RW3', '081210005127', 'cahaya.sari.sutanto@mail.com'),
('CS05128', 'Wyatt Mustafa', 'Jl. Anggrek No.171 RT8/RW3', '081210005128', 'wyatt.mustafa@mail.com'),
('CS05129', 'Ava Alexander Mustafa', 'Jl. Flamboyan No.171 RT9/RW3', '081210005129', 'ava.alexander.mustafa@mail.com'),
('CS05130', 'Umar Putra Halim', 'Jl. Pelangi No.171 RT10/RW3', '081210005130', 'umar.putra.halim@mail.com'),
('CS05131', 'Joko Prasetyo', 'Jl. Merdeka No.172 RT1/RW4', '081210005131', 'joko.prasetyo@mail.com'),
('CS05132', 'Jules Putra', 'Jl. Sudirman No.172 RT2/RW4', '081210005132', 'jules.putra@mail.com'),
('CS05133', 'Mia Hidayat', 'Jl. Ahmad Yani No.172 RT3/RW4', '081210005133', 'mia.hidayat@mail.com'),
('CS05134', 'Yuda Permana', 'Jl. Raya Darmo No.172 RT4/RW4', '081210005134', 'yuda.permana@mail.com'),
('CS05135', 'Maya Sutanto', 'Jl. Kenanga No.172 RT5/RW4', '081210005135', 'maya.sutanto@mail.com'),
('CS05136', 'Vina Ramli', 'Jl. Ketintang No.172 RT6/RW4', '081210005136', 'vina.ramli@mail.com'),
('CS05137', 'Aditya Utami Permana', 'Jl. Veteran No.172 RT7/RW4', '081210005137', 'aditya.utami.permana@mail.com'),
('CS05138', 'Oliver Santoso', 'Jl. Basuki Rahmat No.172 RT8/RW4', '081210005138', 'oliver.santoso@mail.com'),
